City,R2 Score,MAE,RMSE
Bengaluru,0.8644303602501971,5.995648453585558,7.8950678371672245
Delhi,0.9896455644944023,8.258011917912517,11.702236951050663
Mumbai,0.9799308728175543,5.519063486309499,7.435330256564698
Chennai,0.8820500798626687,9.350352251853888,13.53676890715909
Hyderabad,0.9661968613755012,4.788750728723399,6.554198538726261
