Unseen City,R2,MAE,RMSE
Bengaluru,0.4922297305997533,15.816951262045187,34.97967384328154
Delhi,0.8548996204924146,27.508206980356228,46.48284100243102
Mumbai,0.9618359268187061,4.719113011742687,6.68666439436081
Chennai,0.8842138837278712,13.453672814054475,24.53046531975162
Hyderabad,0.7916659106003399,13.682559985833041,27.848051007434925
